id,gender,birthyr,race,educ,faminc,inputstate,pid3,pid7,votereg,ideo5,newsint,marstat,child18,employ,presvote16post,region
137905956,Male,1962,White,4-year College Degree,97,36,1,1,2,1,1,"Single, Never Married",2,4,7,NorthEast
144384687,Male,1968,White,4-year College Degree,16,6,3,4,1,2,2,Divorced,1,1,1,West
134546327,Male,1958,White,4-year College Degree,5,17,3,5,1,5,2,Married,2,1,2,Midwest
135813957,Male,1958,White,4-year College Degree,6,24,3,3,1,2,1,Married,2,1,1,South
134420474,Male,1963,White,Post graduate Degree,31,28,2,7,1,4,1,Married,2,1,2,South
135369660,Male,1968,White,Post graduate Degree,11,27,3,4,1,3,1,Married,1,1,3,Midwest
131976578,Male,1969,White,Post graduate Degree,97,42,1,2,1,2,1,Married,1,1,1,NorthEast
143263637,Male,1971,White,Post graduate Degree,9,29,3,5,1,4,2,Married,2,1,2,Midwest
132881804,Male,1956,White,Post graduate Degree,16,36,2,6,1,4,1,Divorced,1,1,2,NorthEast
132288078,Male,1965,White,Post graduate Degree,13,30,3,4,1,6,1,Married,2,1,3,West
135844890,Male,1954,White,Post graduate Degree,97,42,1,2,1,3,1,Married,2,1,1,NorthEast
136491424,Male,1973,White,Post graduate Degree,11,6,1,1,1,1,2,Married,2,1,1,West
131853504,Male,1958,White,Post graduate Degree,97,23,2,7,1,3,1,Married,2,1,2,NorthEast
139556472,Male,1958,White,Post graduate Degree,11,1,2,7,1,5,1,Married,2,5,2,South
133222760,Male,1957,White,Post graduate Degree,11,55,1,2,1,2,1,Married,2,1,1,Midwest
134766533,Male,1966,White,Post graduate Degree,15,32,3,4,1,3,2,Married,1,1,6,West
151480916,Male,1971,White,Post graduate Degree,2,51,3,4,1,4,2,"Single, Never Married",2,1,2,South
133682170,Male,1967,White,Post graduate Degree,1,12,4,4,1,3,1,"Single, Never Married",2,4,2,South
142386628,Male,1962,White,Post graduate Degree,9,50,3,3,1,1,1,Married,2,1,1,NorthEast
146711711,Male,1972,White,Post graduate Degree,12,9,1,1,1,1,1,Married,1,1,1,NorthEast
132189973,Male,1962,White,Post graduate Degree,12,24,1,2,1,3,1,Divorced,2,1,1,South
133480185,Male,1957,White,Post graduate Degree,12,42,3,3,1,3,1,Married,2,1,1,NorthEast
132723387,Male,1961,White,Post graduate Degree,7,21,1,2,1,2,1,Married,2,1,1,South
132355033,Male,1962,White,Post graduate Degree,11,4,3,4,1,3,1,Married,1,1,2,West
132671902,Male,1959,White,Post graduate Degree,97,11,1,2,1,3,3,"Single, Never Married",2,1,7,South
133760381,Male,1954,White,Post graduate Degree,12,36,1,1,1,1,1,Married,2,1,1,NorthEast
135427053,Male,1958,White,Post graduate Degree,5,27,3,5,1,3,1,"Single, Never Married",2,1,2,Midwest
134340674,Male,1959,White,Post graduate Degree,10,6,1,2,1,3,1,Married,2,2,2,West
158334532,Male,1972,White,Post graduate Degree,97,9,2,7,1,5,2,Married,1,7,2,NorthEast
133148399,Male,1954,White,Post graduate Degree,8,21,3,5,1,5,1,Divorced,2,1,2,South
149248700,Male,1972,White,Post graduate Degree,12,48,3,5,1,4,1,"Single, Never Married",2,1,2,South
131798400,Male,1956,White,Post graduate Degree,11,56,3,4,1,5,1,Married,2,1,2,West
135392459,Male,1963,White,Post graduate Degree,9,12,1,2,1,3,3,"Single, Never Married",2,2,1,South
133668968,Male,1954,White,Post graduate Degree,1,8,1,2,1,2,1,"Single, Never Married",2,6,1,West
138675291,Male,1958,White,Post graduate Degree,97,12,3,4,1,4,1,Married,2,1,2,South
144698539,Male,1963,White,Post graduate Degree,97,25,2,6,1,5,1,Married,1,4,2,NorthEast
133456889,Male,1966,White,Post graduate Degree,11,19,2,6,1,4,2,Married,2,1,2,Midwest
134390409,Male,1968,White,Post graduate Degree,11,53,3,4,1,4,1,Married,2,5,6,West
138908650,Male,1973,White,Post graduate Degree,12,6,1,2,1,3,1,Divorced,2,1,1,West
133146068,Male,1964,White,Post graduate Degree,12,55,3,3,1,2,1,Married,2,1,1,Midwest
133616594,Male,1961,White,Post graduate Degree,97,21,3,3,1,6,2,Married,1,2,1,South
136088588,Male,1967,White,Post graduate Degree,10,6,3,3,1,3,1,Married,2,1,7,West
144135039,Male,1970,White,Post graduate Degree,13,25,4,5,1,1,1,Divorced,1,1,1,NorthEast
131961164,Male,1966,White,Post graduate Degree,3,34,2,6,1,5,1,Divorced,2,9,2,NorthEast
139885444,Male,1968,White,Post graduate Degree,97,26,3,4,1,3,1,Married,1,1,1,Midwest
138152286,Male,1973,White,Post graduate Degree,10,49,3,4,1,4,1,Married,1,1,1,West
131965966,Male,1955,White,Post graduate Degree,97,29,3,4,1,2,1,Married,2,1,1,Midwest
280723092,Male,1972,White,Post graduate Degree,9,34,2,6,1,3,1,"Single, Never Married",2,1,4,NorthEast
133073618,Male,1957,White,Post graduate Degree,9,39,3,3,1,3,1,Domestic Partnership,2,1,1,Midwest
137586861,Male,1971,White,Post graduate Degree,97,8,2,7,1,5,1,Married,1,1,2,West
134658481,Male,1956,White,Post graduate Degree,97,34,3,5,1,3,1,Married,2,2,2,NorthEast
135335276,Male,1970,White,Post graduate Degree,97,34,3,4,1,3,2,Married,2,4,2,NorthEast
132711228,Male,1970,White,Post graduate Degree,97,31,2,7,1,4,1,Married,1,1,2,Midwest
135126144,Male,1960,White,Post graduate Degree,8,26,4,4,1,1,1,Divorced,2,1,4,Midwest
133552306,Male,1954,White,Post graduate Degree,11,19,1,2,1,4,1,Married,2,1,2,Midwest
158953423,Male,1972,White,Post graduate Degree,10,53,1,2,1,2,1,Married,1,2,1,West
141297477,Male,1963,White,Post graduate Degree,6,46,2,7,1,5,2,Married,2,1,2,Midwest
140501962,Male,1973,White,Post graduate Degree,9,50,3,3,1,1,1,Divorced,1,1,6,NorthEast
132046291,Male,1971,White,Post graduate Degree,10,34,3,5,1,4,2,Married,2,1,2,NorthEast
133894662,Male,1967,White,Post graduate Degree,6,36,2,7,1,5,1,Married,1,4,2,NorthEast
133399300,Male,1964,White,Post graduate Degree,11,9,2,7,1,3,1,Married,1,1,3,NorthEast
139027636,Male,1966,White,Post graduate Degree,12,49,2,7,1,3,1,Widowed,1,1,2,West
135582761,Male,1971,White,Post graduate Degree,11,24,1,1,1,2,1,Married,1,1,1,South
135365285,Male,1962,White,Post graduate Degree,5,12,1,1,1,1,1,Married,2,1,1,South
134712892,Male,1970,White,Post graduate Degree,7,55,3,4,1,2,1,Divorced,2,1,4,Midwest
137891207,Male,1966,White,Post graduate Degree,11,41,1,1,1,2,1,Married,1,1,1,West
136656120,Male,1963,White,Post graduate Degree,8,12,1,1,1,2,1,Divorced,1,1,1,South
135460660,Male,1960,White,Post graduate Degree,11,27,3,5,1,3,1,Divorced,2,1,2,Midwest
142889690,Male,1963,White,Post graduate Degree,10,8,1,2,1,2,1,Domestic Partnership,1,1,1,West
133406692,Male,1955,White,Post graduate Degree,8,36,2,7,1,4,1,Divorced,1,2,2,NorthEast
144380382,Male,1972,White,Post graduate Degree,12,42,2,7,1,4,1,Married,1,1,2,NorthEast
133246714,Male,1955,White,Post graduate Degree,8,36,1,1,1,2,1,Married,2,2,1,NorthEast
135742788,Male,1966,White,Post graduate Degree,14,34,3,5,1,4,1,Married,2,2,2,NorthEast
135521168,Male,1970,White,Post graduate Degree,8,36,1,1,1,1,1,"Single, Never Married",1,1,1,NorthEast
142543946,Male,1966,White,Post graduate Degree,6,28,4,5,1,4,1,Divorced,2,1,2,South
132759353,Male,1964,White,Post graduate Degree,12,8,3,4,1,3,2,Married,1,1,2,West
146062566,Male,1963,White,Post graduate Degree,12,6,1,1,1,2,1,Married,1,1,1,West
136814201,Male,1946,White,High School Graduate,3,42,3,4,2,3,1,Married,2,5,7,NorthEast
139154812,Male,1939,White,No High School Degree,4,8,3,5,1,4,2,Married,2,5,2,West
143554312,Male,1953,White,High School Graduate,97,42,1,1,1,3,1,Married,2,5,1,NorthEast
135622591,Male,1933,White,High School Graduate,4,20,2,7,1,4,1,Married,2,5,2,Midwest
306714743,Male,1934,White,High School Graduate,3,54,2,7,1,5,1,Widowed,2,5,2,South
280693664,Male,1945,White,High School Graduate,97,12,2,7,1,5,1,Domestic Partnership,2,5,2,South
150472986,Male,1942,White,No High School Degree,6,4,2,7,1,4,2,Divorced,2,5,2,West
282510087,Male,1952,White,No High School Degree,5,26,2,7,1,4,1,Married,2,2,2,Midwest
148220421,Male,1946,White,High School Graduate,2,21,4,4,2,3,4,Married,2,4,7,South
153341670,Male,1946,White,High School Graduate,4,54,1,1,1,1,1,Married,2,5,1,South
144164754,Male,1948,White,High School Graduate,7,12,1,1,1,2,1,Married,2,5,1,South
150034247,Male,1948,White,High School Graduate,3,24,1,1,1,5,1,Domestic Partnership,2,6,1,South
139055727,Male,1951,White,No High School Degree,4,32,1,1,1,2,3,Married,2,5,1,West
282318189,Male,1951,White,High School Graduate,10,48,2,7,1,5,1,Married,2,2,2,South
155317175,Male,1940,White,High School Graduate,4,12,2,7,1,5,1,Married,2,5,2,South
143752545,Male,1947,White,High School Graduate,5,9,1,1,1,4,1,Married,2,5,2,NorthEast
280619562,Male,1945,White,High School Graduate,97,25,3,4,1,4,1,Married,2,5,2,NorthEast
152558307,Male,1952,White,High School Graduate,2,42,2,7,1,5,1,Married,2,6,2,NorthEast
153128751,Male,1945,White,High School Graduate,5,4,2,7,1,5,1,Married,2,2,2,West
154729756,Male,1936,White,High School Graduate,3,39,3,4,1,4,1,Widowed,2,5,1,Midwest
280422463,Male,1936,White,High School Graduate,5,4,2,7,1,4,1,Widowed,2,5,2,West
285650707,Male,1945,White,High School Graduate,5,42,2,7,1,4,2,Married,2,5,2,NorthEast
142153577,Male,1941,White,No High School Degree,6,41,3,3,1,2,1,Married,1,5,6,West
138103846,Male,1944,White,No High School Degree,4,6,2,7,1,4,1,Married,2,5,2,West
159818798,Male,1931,White,High School Graduate,97,12,3,4,1,3,1,Married,2,5,2,South
281865429,Male,1933,White,No High School Degree,5,24,3,5,3,4,1,Married,2,5,7,South
154434160,Male,1952,White,High School Graduate,4,17,4,5,1,5,1,Married,2,5,2,Midwest
132710598,Male,1950,White,High School Graduate,7,46,3,5,1,5,2,Married,2,1,2,Midwest
132912198,Male,1941,White,High School Graduate,6,36,1,2,1,3,2,Married,2,5,1,NorthEast
133227730,Male,1943,White,High School Graduate,97,34,3,5,1,5,1,Married,2,5,2,NorthEast
144909911,Male,1951,White,High School Graduate,97,28,2,7,1,4,1,Divorced,2,5,2,South
156572212,Male,1945,White,High School Graduate,97,13,2,7,1,5,1,Married,2,5,2,South
150687781,Male,1937,White,High School Graduate,10,42,1,1,1,1,1,Married,2,5,1,NorthEast
282005653,Male,1945,White,No High School Degree,5,48,2,7,1,3,1,Married,2,5,2,South
156564358,Male,1933,White,High School Graduate,7,48,3,5,1,4,1,Married,2,5,2,South
137878628,Male,1944,White,High School Graduate,97,12,1,1,1,3,1,Divorced,2,5,1,South
153900837,Male,1942,White,High School Graduate,4,35,2,7,1,4,1,Married,2,5,2,West
421377165,Male,1925,White,High School Graduate,4,6,1,2,1,2,2,Widowed,2,5,2,West
145649972,Male,1946,White,No High School Degree,97,47,1,2,1,3,2,Married,2,5,1,South
140147888,Male,1942,White,High School Graduate,4,12,3,3,1,3,2,Married,2,5,1,South
132356286,Male,1938,White,High School Graduate,8,5,2,7,1,4,1,Married,2,5,2,South
133762950,Male,1941,White,High School Graduate,4,36,3,3,1,3,1,Married,2,5,1,NorthEast
133304947,Male,1946,White,High School Graduate,3,26,3,4,1,6,1,Divorced,2,5,7,Midwest
286687120,Male,1952,White,High School Graduate,10,6,2,7,2,5,3,Married,2,2,7,West
146882539,Male,1945,White,High School Graduate,6,36,2,7,1,5,1,Married,2,5,2,NorthEast
302812299,Male,1934,White,High School Graduate,2,6,2,7,1,5,2,Divorced,2,5,2,West
135816505,Male,1947,White,High School Graduate,11,37,1,1,1,3,1,Married,2,1,1,South
139331485,Male,1953,White,No High School Degree,2,2,3,4,1,4,2,Separated,2,5,2,West
155208374,Male,1951,White,High School Graduate,6,31,1,1,1,2,1,Married,2,5,1,Midwest
134323426,Male,1939,White,High School Graduate,5,4,3,5,1,4,1,Married,2,5,2,West
133086169,Male,1947,White,High School Graduate,97,21,1,1,1,3,2,Married,2,5,2,South
291774349,Male,1932,White,No High School Degree,5,55,2,7,1,5,1,Married,2,5,2,Midwest
135842867,Male,1949,White,High School Graduate,97,26,3,4,1,4,2,Married,2,5,6,Midwest
303305953,Male,1934,White,High School Graduate,3,12,2,7,1,4,1,Widowed,2,5,2,South
145758031,Male,1946,White,High School Graduate,97,6,4,5,1,4,1,Married,2,5,2,West
280551004,Male,1945,White,High School Graduate,4,48,1,2,1,2,2,Widowed,2,5,1,South
140086932,Male,1938,White,No High School Degree,4,42,3,5,1,4,1,Widowed,2,5,2,NorthEast
139449428,Male,1939,White,High School Graduate,6,34,3,4,1,3,1,Married,2,5,2,NorthEast
139054411,Male,1953,White,No High School Degree,3,42,2,7,1,4,1,Widowed,2,5,2,NorthEast
135635023,Male,1949,White,High School Graduate,5,4,1,1,1,3,2,Married,2,5,1,West
139164227,Male,1946,White,No High School Degree,7,12,2,7,1,5,1,Married,2,6,2,South
132587776,Male,1943,White,High School Graduate,9,34,3,5,1,3,1,Married,2,5,2,NorthEast
139237244,Male,1947,White,High School Graduate,1,47,4,4,1,4,1,Widowed,2,5,2,South
284449962,Male,1952,White,High School Graduate,97,27,3,5,1,5,1,Married,2,5,2,Midwest
134417450,Male,1947,White,No High School Degree,97,2,3,5,1,5,1,Married,2,5,2,West
159898129,Male,1952,White,High School Graduate,97,1,3,4,1,1,1,Married,2,5,6,South
133321810,Male,1943,White,High School Graduate,2,12,3,5,1,5,2,Married,2,5,2,South
155324196,Male,1953,White,High School Graduate,6,2,3,4,1,4,1,Married,2,5,2,West
305028527,Male,1924,White,High School Graduate,97,25,2,6,1,3,2,Married,2,5,1,NorthEast
281529807,Male,1951,White,High School Graduate,8,48,2,7,1,4,1,Married,2,5,2,South
157349884,Male,1929,White,High School Graduate,3,13,3,5,1,4,1,Widowed,2,5,2,South
157432022,Male,1940,White,No High School Degree,6,48,2,7,1,5,1,Married,1,1,2,South
137297474,Male,1946,White,High School Graduate,4,37,2,7,1,5,1,Married,2,5,2,South
136143090,Male,1944,White,High School Graduate,97,19,1,2,1,4,1,Married,2,5,1,Midwest
152167644,Male,1953,White,High School Graduate,97,12,2,7,1,4,3,Married,2,5,2,South
137054952,Male,1948,White,High School Graduate,7,45,2,6,1,6,2,Married,2,5,2,South
132499744,Male,1942,White,High School Graduate,5,34,3,5,1,4,1,Married,2,5,2,NorthEast
159077603,Male,1952,White,High School Graduate,4,8,3,4,1,3,1,"Single, Never Married",2,1,1,West
291896058,Male,1934,White,High School Graduate,2,39,5,4,2,6,2,Married,2,5,7,Midwest
140242598,Male,1940,White,High School Graduate,4,13,3,5,1,4,2,Married,2,5,2,South
159301533,Male,1932,White,High School Graduate,97,6,3,4,1,5,1,Married,2,5,2,West
157199034,Male,1936,White,High School Graduate,3,4,2,7,1,5,1,Married,2,5,7,West
137534347,Male,1946,White,High School Graduate,4,48,1,1,1,1,1,Married,2,5,1,South
133129905,Male,1929,White,High School Graduate,3,1,2,7,1,5,1,Widowed,2,5,2,South
283502330,Male,1951,White,High School Graduate,6,48,2,7,1,5,1,Married,2,5,2,South
145482000,Male,1938,White,High School Graduate,6,48,3,5,1,5,1,Married,2,5,2,South
149907127,Male,1948,White,High School Graduate,8,42,1,1,1,4,1,Married,2,1,2,NorthEast
282375631,Male,1953,White,High School Graduate,2,8,1,2,1,3,2,Divorced,2,6,1,West
159296255,Male,1951,White,High School Graduate,7,13,2,6,1,3,2,Married,2,5,2,South
152614300,Male,1951,White,High School Graduate,8,39,3,5,2,4,1,Married,2,5,7,Midwest
159620859,Male,1945,White,No High School Degree,4,48,2,7,1,4,2,Married,2,5,2,South
137330535,Male,1950,White,High School Graduate,97,42,1,1,1,3,1,Married,2,5,1,NorthEast
137047826,Male,1953,White,High School Graduate,5,34,3,5,1,4,1,Married,2,2,2,NorthEast
144357352,Male,1948,White,High School Graduate,5,55,1,1,1,1,1,Married,2,5,1,Midwest
280815198,Male,1952,White,High School Graduate,97,45,4,5,1,5,1,Married,2,5,2,South
78125767,Male,1923,White,No High School Degree,97,6,1,2,1,2,1,Married,2,5,1,West
134292290,Male,1946,White,High School Graduate,97,54,2,7,1,5,1,Married,2,5,2,South
135067484,Male,1943,White,No High School Degree,5,47,2,7,1,4,1,Married,2,5,2,South
135634120,Male,1952,White,High School Graduate,97,9,2,7,1,5,1,Married,2,6,2,NorthEast
153077119,Male,1938,White,High School Graduate,97,39,3,5,1,4,1,Married,2,5,2,Midwest
139672581,Male,1953,White,High School Graduate,3,27,2,7,1,4,2,Married,2,5,2,Midwest
155017463,Male,1946,White,High School Graduate,6,42,3,3,1,2,1,Domestic Partnership,2,5,1,NorthEast
280872353,Male,1945,White,High School Graduate,5,33,4,5,1,5,1,Married,2,5,2,NorthEast
280739395,Male,1933,White,High School Graduate,14,53,2,6,1,5,1,Married,2,2,2,West
140021048,Male,1949,White,High School Graduate,3,26,3,4,2,3,1,Married,2,6,7,Midwest
154659840,Male,1937,White,No High School Degree,6,54,2,7,1,4,1,Widowed,2,5,2,South
138884199,Male,1940,White,High School Graduate,6,4,2,7,1,4,1,Married,2,5,2,West
152850977,Male,1946,White,High School Graduate,5,47,3,3,1,3,1,Married,2,5,1,South
138118833,Male,1944,White,No High School Degree,4,5,3,4,1,4,1,Widowed,2,5,2,South
139863009,Male,1948,White,High School Graduate,7,34,3,5,1,3,1,Married,2,5,2,NorthEast
280915627,Male,1937,White,High School Graduate,3,4,4,5,1,4,1,Widowed,2,5,2,West
133968183,Male,1941,White,No High School Degree,97,20,3,5,1,3,1,Married,2,5,2,Midwest
138570473,Male,1952,White,High School Graduate,6,34,3,4,1,4,1,Married,2,1,2,NorthEast
151452937,Male,1953,White,High School Graduate,9,29,3,3,1,3,2,Married,2,5,1,Midwest
142158078,Male,1948,White,No High School Degree,8,24,2,7,1,5,1,Married,2,5,2,South
139026964,Male,1939,White,High School Graduate,3,32,2,7,1,5,2,Divorced,2,5,2,West
280438325,Male,1929,White,High School Graduate,4,42,2,6,1,3,2,Married,2,5,2,NorthEast
296378438,Male,1928,White,High School Graduate,5,8,3,5,1,4,3,Widowed,2,5,2,West
136941447,Male,1952,White,High School Graduate,5,18,1,2,1,2,2,Widowed,2,1,1,Midwest
285984663,Male,1952,White,High School Graduate,6,37,3,5,1,3,1,Divorced,1,1,2,South
142183047,Male,1945,White,High School Graduate,8,12,3,4,1,4,1,Widowed,2,1,2,South
281923158,Male,1934,White,No High School Degree,2,42,2,7,1,4,1,Separated,2,5,2,NorthEast
133714496,Male,1944,White,High School Graduate,97,12,3,4,1,3,1,Married,2,9,2,South
155328130,Male,1937,White,No High School Degree,7,26,3,5,1,4,1,Married,2,5,2,Midwest
146315406,Male,1946,White,High School Graduate,4,17,2,6,1,5,1,Married,2,5,2,Midwest
140244061,Male,1928,White,High School Graduate,9,26,3,3,1,2,3,Widowed,2,5,1,Midwest
280133293,Male,1953,White,High School Graduate,8,42,3,4,1,3,2,"Single, Never Married",2,5,2,NorthEast
155556729,Male,1932,White,No High School Degree,3,20,2,6,1,5,1,Widowed,2,5,2,Midwest
140518090,Male,1936,White,High School Graduate,5,44,3,3,1,3,1,Married,2,5,1,NorthEast
142425996,Male,1942,White,High School Graduate,5,18,2,6,1,4,1,Married,2,5,2,Midwest
132920423,Male,1943,White,High School Graduate,5,36,2,7,1,3,2,Married,2,5,2,NorthEast
147679013,Male,1942,White,High School Graduate,3,39,1,1,1,3,1,Married,2,5,1,Midwest
152244420,Male,1942,White,High School Graduate,6,12,2,7,1,3,2,Married,2,5,2,South
133880221,Male,1939,White,"Some  College ,but no degree yet",7,1,2,7,1,4,1,Married,2,5,6,South
78639714,Male,1924,White,2-year College Degree,8,45,2,6,1,4,1,Married,2,5,2,South
133306529,Male,1947,White,2-year College Degree,6,26,3,5,1,4,1,Married,2,5,2,Midwest
133704304,Male,1950,White,"Some  College ,but no degree yet",5,55,2,7,1,4,1,Divorced,2,1,2,Midwest
133492848,Male,1937,White,2-year College Degree,4,48,3,5,1,5,1,Married,2,5,2,South
133937586,Male,1950,White,2-year College Degree,97,51,4,4,1,3,1,Widowed,2,2,1,South
133407553,Male,1948,White,"Some  College ,but no degree yet",97,54,2,7,1,5,1,Married,2,5,2,South
133958488,Male,1937,White,2-year College Degree,97,4,2,7,1,4,1,Widowed,2,2,2,West
133331211,Male,1948,White,"Some  College ,but no degree yet",4,32,2,7,1,4,1,Domestic Partnership,2,5,2,West
133900444,Male,1934,White,"Some  College ,but no degree yet",2,26,3,5,1,4,1,Divorced,2,5,2,Midwest
132265937,Male,1953,White,"Some  College ,but no degree yet",9,18,1,1,1,2,1,Married,2,5,1,Midwest
157162319,Male,1928,White,"Some  College ,but no degree yet",9,4,3,5,1,4,1,Married,2,5,2,West
132332353,Male,1942,White,2-year College Degree,97,35,2,6,1,4,1,Married,2,5,2,West
135034955,Male,1951,White,"Some  College ,but no degree yet",9,36,2,7,1,4,1,Widowed,2,5,2,NorthEast
133054375,Male,1951,White,"Some  College ,but no degree yet",6,18,1,1,1,3,1,Married,2,5,1,Midwest
132267134,Male,1941,White,2-year College Degree,12,42,2,6,1,3,1,Married,2,7,2,NorthEast
137024187,Male,1952,White,"Some  College ,but no degree yet",5,6,1,2,1,2,1,Married,2,5,1,West
149237535,Male,1937,White,"Some  College ,but no degree yet",97,4,3,4,1,4,1,Married,2,2,2,West
133973356,Male,1949,White,"Some  College ,but no degree yet",5,25,2,7,1,5,1,Married,2,5,2,NorthEast
135225768,Male,1948,White,"Some  College ,but no degree yet",8,55,4,5,1,4,1,Married,2,5,2,Midwest
137729983,Male,1953,White,2-year College Degree,9,26,2,7,1,4,1,Married,2,5,2,Midwest
137503057,Male,1951,White,2-year College Degree,3,36,4,3,1,1,1,Widowed,2,2,4,NorthEast
145634915,Male,1934,White,"Some  College ,but no degree yet",10,4,2,7,1,5,1,Married,2,5,2,West
141672936,Male,1944,White,"Some  College ,but no degree yet",5,32,2,7,1,4,1,Married,2,1,2,West
137860561,Male,1951,White,"Some  College ,but no degree yet",9,39,2,6,1,4,1,Married,2,5,1,Midwest
136170334,Male,1938,White,2-year College Degree,97,5,3,5,1,4,1,Married,2,5,2,South
133955359,Male,1936,White,2-year College Degree,97,18,2,7,1,4,1,Married,2,5,2,Midwest
137262152,Male,1950,White,"Some  College ,but no degree yet",97,8,3,4,1,4,2,Married,2,5,2,West
134022356,Male,1936,White,2-year College Degree,97,6,2,7,1,5,3,Married,2,5,2,West
134471462,Male,1933,White,2-year College Degree,9,27,4,4,1,4,1,Married,2,5,6,Midwest
132545629,Male,1946,White,2-year College Degree,3,55,2,6,1,3,2,Married,2,5,1,Midwest
131871382,Male,1946,White,2-year College Degree,97,8,3,5,1,3,1,Married,2,5,2,West
135729467,Male,1951,White,2-year College Degree,5,18,2,7,1,4,1,Married,2,5,2,Midwest
134829001,Male,1942,White,"Some  College ,but no degree yet",5,48,3,5,1,4,1,Married,2,5,2,South
140306116,Male,1949,White,2-year College Degree,14,20,4,5,1,5,1,Married,1,5,2,Midwest
134240812,Male,1943,White,2-year College Degree,4,6,2,7,1,4,1,Married,2,5,2,West
137071948,Male,1934,White,2-year College Degree,4,34,3,4,1,4,1,Widowed,2,5,2,NorthEast
139171395,Male,1951,White,"Some  College ,but no degree yet",7,33,2,7,1,4,1,Married,2,5,2,NorthEast
132145159,Male,1938,White,2-year College Degree,7,8,3,5,1,4,2,Married,2,5,2,West
133870344,Male,1939,White,"Some  College ,but no degree yet",97,6,3,3,1,2,2,"Single, Never Married",2,5,1,West
134422917,Male,1953,White,"Some  College ,but no degree yet",11,29,3,5,1,3,1,Married,2,1,2,Midwest
133916110,Male,1945,White,2-year College Degree,4,1,4,4,1,5,1,Married,2,5,2,South
134006809,Male,1945,White,2-year College Degree,13,34,3,4,1,4,1,Divorced,2,5,2,NorthEast
132230230,Male,1942,White,"Some  College ,but no degree yet",97,34,2,7,1,3,2,Widowed,2,5,2,NorthEast
139347949,Male,1949,White,"Some  College ,but no degree yet",9,42,1,1,1,4,1,Married,1,5,2,NorthEast
132687722,Male,1952,White,2-year College Degree,9,55,3,5,1,4,1,Married,1,1,2,Midwest
134934057,Male,1948,White,2-year College Degree,9,17,2,7,1,5,1,Married,2,1,2,Midwest
134412074,Male,1940,White,"Some  College ,but no degree yet",9,8,2,7,1,4,1,Married,2,5,2,West
135687852,Male,1953,White,"Some  College ,but no degree yet",12,51,2,7,1,5,1,Married,2,2,2,South
139313418,Male,1949,White,"Some  College ,but no degree yet",6,10,3,5,1,5,1,Married,2,2,2,South
389551567,Male,1924,White,"Some  College ,but no degree yet",5,40,3,4,1,5,1,Married,2,5,2,South
131808487,Male,1952,White,"Some  College ,but no degree yet",3,48,1,1,1,2,1,Divorced,2,1,1,South
134909494,Male,1949,White,"Some  College ,but no degree yet",11,36,4,5,1,5,1,Married,2,5,2,NorthEast
134267041,Male,1953,White,"Some  College ,but no degree yet",8,39,2,7,1,5,1,Married,2,5,2,Midwest
137033497,Male,1953,White,"Some  College ,but no degree yet",2,55,3,4,1,3,2,Divorced,2,6,7,Midwest
136709936,Male,1952,White,2-year College Degree,31,27,1,2,1,3,1,Married,2,1,3,Midwest
132929474,Male,1952,White,"Some  College ,but no degree yet",4,36,2,6,1,4,1,Married,2,5,2,NorthEast
133685005,Male,1936,White,2-year College Degree,2,36,3,4,1,3,1,Widowed,2,5,1,NorthEast
132858340,Male,1945,White,"Some  College ,but no degree yet",2,29,1,1,1,3,1,Divorced,2,5,1,Midwest
134114203,Male,1945,White,2-year College Degree,7,9,2,7,1,5,1,Married,2,5,2,NorthEast
134669940,Male,1942,White,2-year College Degree,10,6,2,7,1,5,1,Married,2,5,2,West
135421320,Male,1952,White,2-year College Degree,9,55,3,4,1,5,1,Married,2,4,2,Midwest
143177621,Male,1950,White,"Some  College ,but no degree yet",5,29,3,3,1,1,1,Married,2,5,1,Midwest
135396589,Male,1951,White,2-year College Degree,7,11,3,5,1,4,1,Married,2,5,2,South
133939700,Male,1939,White,"Some  College ,but no degree yet",9,12,1,1,1,2,1,Divorced,2,1,1,South
134401714,Male,1949,White,"Some  College ,but no degree yet",5,37,3,5,1,5,1,Married,2,5,2,South
139515487,Male,1926,White,"Some  College ,but no degree yet",97,53,2,7,1,5,1,Widowed,2,5,2,West
131703340,Male,1953,White,"Some  College ,but no degree yet",8,31,2,6,1,4,1,Married,2,5,2,Midwest
132184352,Male,1951,White,2-year College Degree,5,19,1,2,1,3,1,Divorced,2,5,1,Midwest
135386180,Male,1949,White,"Some  College ,but no degree yet",97,32,2,7,1,4,3,Married,2,5,2,West
133172017,Male,1941,White,"Some  College ,but no degree yet",4,41,3,4,1,4,1,Married,2,5,2,West
134298548,Male,1943,White,2-year College Degree,3,39,3,5,1,3,2,Married,2,5,2,Midwest
139021434,Male,1950,White,"Some  College ,but no degree yet",3,32,2,6,2,4,1,Married,2,5,7,West
133802213,Male,1940,White,"Some  College ,but no degree yet",4,24,2,6,1,4,1,Married,2,5,2,South
131884325,Male,1939,White,"Some  College ,but no degree yet",6,48,2,7,1,4,1,Married,2,5,2,South
139951440,Male,1944,White,"Some  College ,but no degree yet",6,4,2,7,1,5,1,Married,2,5,2,West
140112342,Male,1951,White,"Some  College ,but no degree yet",9,6,1,1,1,1,1,Separated,2,5,1,West
133471288,Male,1950,White,2-year College Degree,4,37,2,7,1,5,1,Widowed,2,5,2,South
147415995,Male,1949,White,2-year College Degree,4,6,2,7,1,4,1,Divorced,2,5,2,West
